RUNNO,TRNO,R#,O#,P#,CropCode,MODEL,EXNAME,TNAM,CultivarCode,WSTA,WYEAR,SoilProfileID,LAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,EYLDH,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CropCodeST
1,1,1,0,1,MZ,MZCER048,TOUCAN27,W1F123C434               ,MZ990001,WEATHERS,2022,US02126369,        +048.96,        -102.54,        0,2022001,2022135,2022150,2022231,2022302,2022302,2022,-99,6299,1225,1225,5128,1881,0.251401722,487,69.6248398,0.194519311,1.96515656,-99.0000000,-99,-99,-99,-99,-99,0,0,484,901,255,646,400,2250,77,2,122,0,118,13,7,42,81,18,5.80353117,-99,-99,-99,-99,-99,-99,-99,-99,0,6573,6573,-99,-99,55278,55278,293.367188,5.75954437,23.2005291,8.81290722,24.6821899,-99.0000000,4.51197004,1.71390808,4.80011892,-99.0000000,51.6306915,53.3808861,10.0409832,10.3813562,167,23.4586868,10.3988037,18.6532879,13.9091711,434.000000,271.500031,714.740784,459.539032,255.202011,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN39,W1F123C434               ,MZ990001,WEATHERS,2023,US02126373,        +048.96,        -102.21,        0,2023001,2023135,2023145,2023222,2023305,2023305,2023,-99,6097,1419,1419,4731,1994,0.273541749,519,74.1073227,0.232753232,1.96562910,-99.0000000,-99,-99,-99,-99,-99,0,0,412,866,236,630,342,11907,505,2,122,0,114,16,23,67,71,20,2.82485938,-99,-99,-99,-99,-99,-99,-99,-99,0,22035,22035,-99,-99,167080,167080,518.078125,5.86187601,25.1405735,9.07184601,25.8628311,-99.0000000,5.85154486,2.11149979,6.01965237,-99.0000000,49.9720573,53.4788666,11.6311474,12.4473686,170,23.8335285,11.0941181,16.9623489,13.8343306,434.000000,242.500061,672.034180,436.306244,235.727890,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN32,W1F123C434               ,MZ990003,WEATHERS,2021,US02126380,        +048.96,        -101.62,        0,2021001,2021135,2021149,2021192,2021236,2021236,2021,-99,7018,1755,1755,5293,2850,0.192981124,909,129.913010,0.250064105,1.65563512,-99.0000000,-99,-99,-99,-99,-99,0,0,327,793,188,605,279,11702,494,2,122,0,91,20,35,61,68,26,5.41497183,-99,-99,-99,-99,-99,-99,-99,-99,0,21654,21654,-99,-99,164040,164040,534.062500,3.72632432,26.7149334,13.0346746,37.2994804,-99.0000000,6.68062401,3.25959110,9.32750988,-99.0000000,57.5246964,77.1210251,14.3852463,19.2857151,101,28.0455456,14.3079195,21.4881172,15.3434057,434.000000,262.700012,538.411072,351.002502,188.153107,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN01,W1F123C434               ,MZ990002,WEATHERS,2021,US02126391,        +048.96,        -100.71,        0,2021001,2021135,2021150,2021206,2021278,2021278,2021,-99,10127,4732,4732,5440,5760,0.454351038,1042,148.789062,0.467302352,2.13529229,-99.0000000,-99,-99,-99,-99,-99,0,0,395,916,249,667,348,14307,426,2,122,0,136,29,10,90,102,65,6.13593960,-99,-99,-99,-99,-99,-99,-99,-99,0,27210,27210,-99,-99,206072,206072,778.109375,6.23231745,29.0492744,15.1201258,40.6851501,-99.0000000,13.5742979,7.06541252,19.0115719,-99.0000000,83.0047226,74.4601212,38.7868843,34.7941170,143,26.2629356,12.6356649,19.5811214,14.4915371,434.000000,348.599976,669.741516,421.840820,248.901047,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN09,W1F123C434               ,MZ990001,WEATHERS,2024,US02126130,        +048.96,        -122.46,        0,2024001,2024135,2024160,2024281,2024316,2024316,2024,-99,5227,0,0,5275,389,0.00000000,0,0.00000000,0.00000000,3.11322403,-99.0000000,-99,-99,-99,-99,-99,0,0,1366,850,226,623,1308,1842,183,2,122,0,184,57,64,264,114,0,19.2730255,-99,-99,-99,-99,-99,-99,-99,-99,0,27062,27062,-99,-99,244865,244865,3054.85938,27.2969570,7.34594584,8.78332233,23.1046333,-99.0000000,0.00000000,0.00000000,0.00000000,-99.0000000,42.8473244,28.4096394,0.00000000,0.00000000,181,17.8220959,10.0552483,15.5480700,13.5591040,434.000000,711.599792,595.147644,368.909821,226.247849,32,
1,1,1,0,1,MZ,MZCER048,TOUCAN26,W1F123C434               ,MZ990003,WEATHERS,2022,US02126368,        +048.96,        -102.62,        0,2022001,2022135,2022150,2022199,2022247,2022247,2022,-99,7607,3195,3195,4431,4742,0.206683502,1546,220.812531,0.419945270,1.18298638,-99.0000000,-99,-99,-99,-99,-99,0,0,419,774,151,623,350,8215,419,2,122,0,97,6,19,36,81,52,4.41833830,-99,-99,-99,-99,-99,-99,-99,-99,0,16358,16358,-99,-99,123939,123939,268.179688,3.17117500,36.8039398,13.0246983,50.2751350,-99.0000000,15.4571819,5.47020626,21.1149120,-99.0000000,62.3555374,78.4265518,26.1885242,32.9381447,112,26.1321507,12.7785721,21.9875011,15.1513834,434.000000,206.700027,584.073059,434.101715,151.314865,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN45,W1F123C434               ,MZ990001,WEATHERS,2023,US02126385,        +048.96,        -101.21,        0,2023001,2023135,2023145,2023222,2023305,2023305,2023,-99,6972,1652,1652,5373,2440,0.278028190,594,84.8833771,0.236956865,1.89889252,-99.0000000,-99,-99,-99,-99,-99,0,0,393,866,247,619,316,14068,511,2,122,0,124,26,24,97,80,23,7.34618425,-99,-99,-99,-99,-99,-99,-99,-99,0,29048,29048,-99,-99,220329,220329,855.578125,7.83648968,30.0764656,10.3002090,28.2516727,-99.0000000,7.12683344,2.44070816,6.69443607,-99.0000000,57.1452827,56.2235870,13.5409832,13.3225803,170,23.8935184,11.2052927,16.9623489,13.8343306,434.000000,231.800003,676.852722,430.080505,246.772095,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN03,W1F123C434               ,MZ990003,WEATHERS,2024,US02126389,        +048.96,        -100.88,        0,2024001,2024135,2024151,2024202,2024252,2024252,2024,-99,8584,4479,4479,4122,6422,0.236166045,1897,270.945312,0.521813869,1.14683723,-99.0000000,-99,-99,-99,-99,-99,0,0,411,801,151,650,358,10432,414,2,122,0,111,16,17,72,99,76,9.95775604,-99,-99,-99,-99,-99,-99,-99,-99,0,28064,28064,-99,-99,212492,212492,679.718750,5.07754135,32.4899139,14.8245754,56.8774681,-99.0000000,16.9530602,7.73538208,29.6783504,-99.0000000,70.3593369,77.3318787,36.7131157,40.3513527,117,25.4529896,12.4102554,20.3042698,15.0554733,434.000000,264.200104,579.027649,429.563110,150.918091,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN40,W1F123C434               ,MZ990002,WEATHERS,2021,US02126383,        +048.96,        -101.38,        0,2021001,2021135,2021149,2021204,2021270,2021270,2021,-99,8416,3332,3332,5132,4186,0.419458777,794,113.471542,0.395879418,2.16722536,-99.0000000,-99,-99,-99,-99,-99,0,0,351,913,241,672,298,13589,406,2,122,0,117,25,13,70,86,45,6.26184082,-99,-99,-99,-99,-99,-99,-99,-99,0,20121,20121,-99,-99,152417,152417,571.984375,4.72355318,27.7027893,12.8366117,34.8928413,-99.0000000,10.9677391,5.08210945,13.8143339,-99.0000000,68.9845047,71.9325562,27.3114758,28.4786320,135,27.1066685,13.2600002,19.9170380,14.6748066,434.000000,303.800079,655.633240,415.583954,241.198746,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN10,W1F123C434               ,MZ990002,WEATHERS,2025,US02126130,        +048.96,        -122.46,        0,2025001,2025135,2025156,2025244,2025336,2025336,2025,-99,8319,2070,2070,6288,3373,0.124515831,1662,237.486481,0.248811111,2.27900338,-99.0000000,-99,-99,-99,-99,-99,0,0,1291,848,184,664,1218,2175,183,2,122,0,158,64,67,250,119,37,17.7786598,-99,-99,-99,-99,-99,-99,-99,-99,0,27065,27065,-99,-99,244521,244521,2961.48438,26.2459316,11.0483341,13.7816505,45.1007957,-99.0000000,2.74900389,3.42909741,11.2218065,-99.0000000,68.1917648,52.6544037,16.9672127,13.1012659,201,16.0806007,8.88855553,14.6497545,13.0684519,434.000000,753.000000,603.657410,419.195526,184.462280,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN47,W1F123C434               ,MZ990003,WEATHERS,2021,US02126377,        +048.96,        -101.88,        0,2021001,2021135,2021150,2021193,2021236,2021236,2021,-99,6934,1832,1832,5132,2818,0.191002741,959,136.985825,0.264155805,1.65460932,-99.0000000,-99,-99,-99,-99,-99,0,0,267,796,186,610,225,11270,496,2,122,0,92,20,35,62,69,28,6.04428720,-99,-99,-99,-99,-99,-99,-99,-99,0,22209,22209,-99,-99,168011,168011,537.031250,3.71416259,32.4906731,12.8463478,37.2070198,-99.0000000,8.58481789,3.39431405,9.83098984,-99.0000000,56.8320465,75.3642349,15.0163937,19.9130440,101,28.1326771,14.3782206,21.4881172,15.3434057,434.000000,213.399994,539.726135,354.136993,186.349503,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN17,W1F123C434               ,MZ990003,WEATHERS,2023,US02126365,        +048.96,        -102.88,        0,2023001,2023135,2023145,2023195,2023245,2023245,2023,-99,7558,1956,1956,5632,3205,0.240093082,815,116.380295,0.258805752,1.64487982,-99.0000000,-99,-99,-99,-99,-99,0,0,315,786,206,581,258,8458,417,2,122,0,102,5,16,35,76,32,2.55866551,-99,-99,-99,-99,-99,-99,-99,-99,0,14984,14984,-99,-99,113309,113309,246.664062,2.89506149,48.3530884,13.2600527,36.7395401,-99.0000000,12.5143938,3.43187046,9.50866032,-99.0000000,61.9474449,74.0940018,16.0327873,19.1764698,110,27.5090828,13.8736343,21.2863636,15.1883278,434.000000,156.300018,569.951599,366.662689,205.707214,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN27,W1F123C434               ,MZ990001,WEATHERS,2025,US02126369,        +048.96,        -102.54,        0,2025001,2025135,2025151,2025239,2025310,2025310,2025,-99,5768,869,869,4961,1566,0.180882782,480,68.5987320,0.150599033,2.02618265,-99.0000000,-99,-99,-99,-99,-99,0,0,508,897,236,661,448,2142,98,2,122,0,107,18,17,42,69,8,4.57676744,-99,-99,-99,-99,-99,-99,-99,-99,0,6576,6576,-99,-99,55563,55563,277.421875,6.46189690,13.8675671,8.66913128,24.4573479,-99.0000000,2.08944488,1.30618954,3.68502116,-99.0000000,47.2747574,53.9020615,7.12295103,8.12149525,175,22.6885719,10.1102858,16.7217083,13.7092495,434.000000,415.899963,665.293945,429.474548,235.819534,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN40,W1F123C434               ,MZ990002,WEATHERS,2022,US02126373,        +048.96,        -102.21,        0,2022001,2022135,2022150,2022213,2022294,2022294,2022,-99,9966,4858,4858,5141,6175,0.448357135,1084,154.785843,0.487431109,1.67612302,-99.0000000,-99,-99,-99,-99,-99,0,0,480,883,224,659,406,11599,503,2,122,0,126,15,7,64,95,70,5.51454782,-99,-99,-99,-99,-99,-99,-99,-99,0,22040,22040,-99,-99,167081,167081,514.546875,5.25720835,41.3202362,14.1697712,44.5391464,-99.0000000,20.1409588,6.90685272,21.7099705,-99.0000000,81.6921539,79.0987473,39.8196716,38.5555573,159,24.0415115,10.9421368,18.8874168,14.1072283,434.000000,241.200027,703.359436,479.591461,223.768158,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN13,W1F123C434               ,MZ990001,WEATHERS,2022,US02126390,        +048.96,        -100.79,        0,2022001,2022135,2022151,2022233,2022297,2022297,2022,-99,7177,1482,1482,5748,2279,0.197244912,751,107.350204,0.206533179,2.02922249,-99.0000000,-99,-99,-99,-99,-99,0,0,512,875,242,633,448,14089,516,2,122,0,132,25,17,93,93,22,7.47145653,-99,-99,-99,-99,-99,-99,-99,-99,0,29856,29856,-99,-99,226743,226743,836.296875,8.44950962,27.8809948,10.2284098,29.6710815,-99.0000000,5.75757456,2.11222124,6.12723684,-99.0000000,58.8243446,54.3679543,12.1475410,11.2272730,162,23.5666714,10.7592564,18.6456757,14.0332766,434.000000,257.400055,701.631042,459.760162,241.870850,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN41,W1F123C434               ,MZ990003,WEATHERS,2022,US02126387,        +048.96,        -101.04,        0,2022001,2022135,2022151,2022199,2022249,2022249,2022,-99,8224,3927,3927,4314,5342,0.217976213,1802,257.387817,0.477543056,1.07531512,-99.0000000,-99,-99,-99,-99,-99,0,0,459,762,146,616,395,11424,381,2,122,0,108,14,20,66,95,66,5.46534443,-99,-99,-99,-99,-99,-99,-99,-99,0,27410,27410,-99,-99,207513,207513,605.703125,4.54205608,37.4328156,14.0743008,56.3420563,-99.0000000,17.8743725,6.72055531,26.9036369,-99.0000000,67.4097595,76.1480560,32.1885262,36.3611107,114,25.6666660,12.7517500,21.5342102,15.1136112,434.000000,219.700027,584.326721,439.647491,145.965393,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN47,W1F123C434               ,MZ990003,WEATHERS,2025,US02126377,        +048.96,        -101.88,        0,2025001,2025135,2025151,2025198,2025255,2025255,2025,-99,7188,2298,2298,4915,3071,0.232676163,988,141.100174,0.319707364,1.47349131,-99.0000000,-99,-99,-99,-99,-99,0,0,386,799,150,648,341,11217,496,2,122,0,93,22,30,59,75,35,5.47703552,-99,-99,-99,-99,-99,-99,-99,-99,0,22212,22212,-99,-99,168066,168066,512.250000,3.96027827,24.5249939,13.1364403,47.7701759,-99.0000000,7.84032583,4.19955158,15.2715120,-99.0000000,58.9203072,77.2933044,18.8360653,24.7096767,120,25.0625000,12.1091633,19.5775013,14.9956532,434.000000,293.100067,547.201294,397.342346,150.476257,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN46,W1F123C434               ,MZ990002,WEATHERS,2024,US02126375,        +048.96,        -102.04,        0,2024001,2024135,2024152,2024214,2024283,2024283,2024,-99,9975,3676,3676,6344,4968,0.389408350,944,134.863251,0.368548363,2.23254681,-99.0000000,-99,-99,-99,-99,-99,0,0,395,880,229,651,338,10014,428,2,122,0,125,16,14,69,101,52,2.44070864,-99,-99,-99,-99,-99,-99,-99,-99,0,22941,22941,-99,-99,173689,173689,574.093750,5.63159800,38.4235611,15.1507702,43.4711876,-99.0000000,14.1602411,5.58351612,16.0204449,-99.0000000,81.7603226,79.7980804,30.1311474,29.4080009,148,25.6182442,12.0101328,18.8662090,14.3736391,434.000000,259.600098,658.366516,429.987701,229.456802,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN34,W1F123C434               ,MZ990002,WEATHERS,2021,US02126382,        +048.96,        -101.46,        0,2021001,2021135,2021149,2021204,2021270,2021270,2021,-99,8329,3273,3273,5103,4118,0.419516921,780,111.467224,0.393006504,2.16322875,-99.0000000,-99,-99,-99,-99,-99,0,0,351,913,240,672,298,13510,406,2,122,0,116,24,13,68,85,44,6.18422890,-99,-99,-99,-99,-99,-99,-99,-99,0,19195,19195,-99,-99,145646,145646,550.421875,4.61326361,27.4161911,12.7046900,34.6343117,-99.0000000,10.7735329,4.99246550,13.6099815,-99.0000000,68.2708282,71.8020782,26.8278694,28.2155170,135,27.1066685,13.2600002,19.9170380,14.6748066,434.000000,303.800079,655.587891,416.243347,240.485260,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN08,W1F123C434               ,MZ990001,WEATHERS,2024,US02126386,        +048.96,        -101.12,        0,2024001,2024135,2024151,2024235,2024310,2024310,2024,-99,8170,1763,1763,6469,2690,0.239338279,737,105.247307,0.215824768,2.52060866,-99.0000000,-99,-99,-99,-99,-99,0,0,447,925,241,684,391,13969,383,2,122,0,124,26,30,98,92,20,4.82581711,-99,-99,-99,-99,-99,-99,-99,-99,0,28271,28271,-99,-99,214173,214173,866.078125,7.62793779,27.1788330,11.5614109,33.8623886,-99.0000000,5.86493492,2.49484301,7.30718327,-99.0000000,66.9668884,65.8867722,14.4508200,14.2177420,175,23.6982841,10.4799976,17.2919941,13.7092495,434.000000,300.600098,706.657715,465.388031,241.269440,32,
1,1,1,0,1,MZ,MZCER048,TOUCAN36,W1F123C434               ,MZ990003,WEATHERS,2023,US02126382,        +048.96,        -101.46,        0,2023001,2023135,2023145,2023193,2023245,2023245,2023,-99,7811,2333,2333,5509,3627,0.232757986,1003,143.215225,0.298718512,1.61228335,-99.0000000,-99,-99,-99,-99,-99,0,0,305,746,204,542,249,11206,362,2,122,0,109,10,16,53,81,39,6.69631100,-99,-99,-99,-99,-99,-99,-99,-99,0,19206,19206,-99,-99,145680,145680,438.000000,2.10646176,54.5109291,14.1564188,38.3686981,-99.0000000,16.2805347,4.22803402,11.4594069,-99.0000000,64.0279846,71.6643524,19.1229515,21.4036694,110,27.2245426,14.1245461,20.6745415,15.1883278,434.000000,143.299957,551.793091,350.622162,203.588196,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN10,W1F123C434               ,MZ990002,WEATHERS,2024,US02126130,        +048.96,        -122.46,        0,2024001,2024135,2024160,2024244,2024316,2024316,2024,-99,8684,2020,2020,6712,5082,0.110403590,1829,261.344482,0.232582748,2.75644231,-99.0000000,-99,-99,-99,-99,-99,0,0,1366,840,211,629,1307,1842,183,2,122,0,141,62,78,258,96,37,20.6021671,-99,-99,-99,-99,-99,-99,-99,-99,0,27054,27054,-99,-99,244340,244340,3106.78125,26.4552345,12.2034121,14.8328047,41.0715866,-99.0000000,2.83867431,3.45030570,9.55379200,-99.0000000,71.1798782,61.5882645,16.5573769,14.3262415,181,17.8220959,10.0552483,15.5480700,13.5591040,434.000000,711.599792,585.455383,374.078766,211.434372,32,
1,1,1,0,1,MZ,MZCER048,TOUCAN03,W1F123C434               ,MZ990001,WEATHERS,2024,US02126128,        +048.96,        -122.62,        0,2024001,2024135,2024160,2024281,2024316,2024316,2024,-99,5319,0,0,5368,413,0.00000000,0,0.00000000,0.00000000,2.91849542,-99.0000000,-99,-99,-99,-99,-99,0,0,1366,843,232,611,1300,1164,124,2,122,0,185,40,42,219,116,0,21.9529495,-99,-99,-99,-99,-99,-99,-99,-99,0,24444,24444,-99,-99,218570,218570,2529.70312,29.4764194,7.47521973,8.98436546,22.9148655,-99.0000000,0.00000000,0.00000000,0.00000000,-99.0000000,43.6013489,28.7533226,0.00000000,0.00000000,181,17.8220959,10.0552483,15.5480700,13.5591040,434.000000,711.599792,592.069031,359.947113,232.135971,32,
1,1,1,0,1,MZ,MZCER048,TOUCAN42,W1F123C434               ,MZ990001,WEATHERS,2024,US02126374,        +048.96,        -102.12,        0,2024001,2024135,2024152,2024233,2024310,2024310,2024,-99,7457,1560,1560,5957,2253,0.245234713,636,90.8882904,0.209233522,2.39975858,-99.0000000,-99,-99,-99,-99,-99,0,0,404,925,236,689,348,11608,502,2,122,0,115,20,30,78,84,17,2.60860920,-99,-99,-99,-99,-99,-99,-99,-99,0,24060,24060,-99,-99,182201,182201,644.593750,6.70460701,27.7930222,10.5764465,31.6624699,-99.0000000,5.81438446,2.21262455,6.62388468,-99.0000000,61.1218948,64.8423538,12.7868853,13.5652170,175,23.9548569,10.5057116,17.2919941,13.7092495,434.000000,268.300110,705.045044,469.533813,235.511353,32,
1,1,1,0,1,MZ,MZCER048,TOUCAN04,W1F123C434               ,MZ990002,WEATHERS,2021,US02126380,        +048.96,        -101.62,        0,2021001,2021135,2021149,2021204,2021270,2021270,2021,-99,9147,3771,3771,5425,4721,0.418356866,901,128.768799,0.412254840,2.27016425,-99.0000000,-99,-99,-99,-99,-99,0,0,351,910,248,662,298,13381,412,2,122,0,126,25,11,74,95,51,5.64851856,-99,-99,-99,-99,-99,-99,-99,-99,0,21647,21647,-99,-99,164103,164103,616.937500,5.29557943,30.1093903,13.9973583,36.8910904,-99.0000000,12.4127684,5.77049112,15.2085629,-99.0000000,74.9773407,72.5971069,30.9098358,29.9285717,135,27.1066685,13.2600002,19.9170380,14.6748066,434.000000,303.800079,653.497253,406.766418,247.952423,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN26,W1F123C434               ,MZ990003,WEATHERS,2023,US02126368,        +048.96,        -102.62,        0,2023001,2023135,2023145,2023195,2023246,2023246,2023,-99,9589,4248,4248,5372,5601,0.222758040,1907,272.397095,0.442962527,1.59119451,-99.0000000,-99,-99,-99,-99,-99,0,0,316,779,202,577,255,8407,415,2,122,0,116,5,9,40,91,65,4.62223816,-99,-99,-99,-99,-99,-99,-99,-99,0,16357,16357,-99,-99,124007,124007,272.710938,4.84167290,61.3098259,16.8610096,47.3630676,-99.0000000,27.1611214,7.46966600,20.9825096,-99.0000000,78.5971985,82.6625748,34.8196716,36.6206894,111,27.4756737,13.9063053,21.2810802,15.1699619,434.000000,156.400024,568.700134,368.157257,202.454330,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN32,W1F123C434               ,MZ990003,WEATHERS,2024,US02126370,        +048.96,        -102.46,        0,2024001,2024135,2024152,2024201,2024246,2024246,2024,-99,9181,4726,4726,4477,6818,0.219721630,2151,307.260162,0.514737189,1.36944354,-99.0000000,-99,-99,-99,-99,-99,0,0,338,787,165,621,292,7995,424,2,122,0,115,9,12,49,100,79,3.08217263,-99,-99,-99,-99,-99,-99,-99,-99,0,20113,20113,-99,-99,152411,152411,399.609375,3.72394085,43.1845322,16.4959106,55.4989243,-99.0000000,22.2295361,8.49138355,28.5684528,-99.0000000,75.2543716,79.8350677,38.7377052,41.0956535,111,26.0765686,12.5945930,20.6693707,15.1699619,434.000000,212.600037,556.564209,392.290222,165.427231,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN43,W1F123C434               ,MZ990003,WEATHERS,2021,US02126384,        +048.96,        -101.29,        0,2021001,2021135,2021149,2021192,2021236,2021236,2021,-99,7012,1779,1779,5263,2885,0.193351910,920,131.448380,0.253714353,1.64176416,-99.0000000,-99,-99,-99,-99,-99,0,0,327,794,188,606,279,11803,491,2,122,0,91,21,36,67,68,27,5.84354258,-99,-99,-99,-99,-99,-99,-99,-99,0,23482,23482,-99,-99,177780,177780,595.375000,2.21733189,26.6929512,13.0098886,37.2865028,-99.0000000,6.77198315,3.30059958,9.45955944,-99.0000000,57.4773674,77.0575714,14.5819674,19.5494499,101,28.0455456,14.3079195,21.4881172,15.3434057,434.000000,262.700012,538.992981,351.671753,188.063721,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN20,W1F123C434               ,MZ990002,WEATHERS,2023,US02126393,        +048.96,        -100.54,        0,2023001,2023135,2023145,2023207,2023278,2023278,2023,-99,9219,4345,4345,4913,5343,0.448879451,968,138.271744,0.471279025,1.90894234,-99.0000000,-99,-99,-99,-99,-99,0,0,344,817,230,587,286,12828,520,2,122,0,134,16,13,80,96,66,8.71031189,-99,-99,-99,-99,-99,-99,-99,-99,0,25830,25830,-99,-99,195738,195738,673.437500,6.21727467,44.7958450,14.4543314,40.1114349,-99.0000000,21.1127300,6.81247091,18.9049206,-99.0000000,75.5654526,68.7984009,35.6147537,32.4253731,143,25.8174782,13.0174809,18.7573395,14.4915371,434.000000,205.800003,637.800903,408.303772,229.834335,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN23,W1F123C434               ,MZ990001,WEATHERS,2021,US02126376,        +048.96,        -101.96,        0,2021001,2021135,2021150,2021218,2021298,2021298,2021,-99,7784,2208,2208,5638,2960,0.343197048,643,91.9119797,0.283685684,2.13948011,-99.0000000,-99,-99,-99,-99,-99,0,0,326,972,263,709,279,13896,501,2,122,0,119,29,21,82,84,30,5.77610397,-99,-99,-99,-99,-99,-99,-99,-99,0,22801,22801,-99,-99,172556,172556,686.656250,7.34529305,28.2113953,10.8642073,29.6086483,-99.0000000,8.00289917,3.08191633,8.39926624,-99.0000000,63.7993813,65.4077682,18.0983601,18.5546227,163,25.6901894,12.0147295,18.3472424,14.0085325,434.000000,275.900024,716.437378,453.557404,262.880096,32,
1,1,1,0,1,MZ,MZCER048,TOUCAN16,W1F123C434               ,MZ990002,WEATHERS,2025,US02126365,        +048.96,        -102.88,        0,2025001,2025135,2025151,2025214,2025293,2025293,2025,-99,7395,3578,3578,3858,4053,0.441709787,810,115.713112,0.483799815,2.14803529,-99.0000000,-99,-99,-99,-99,-99,0,0,474,886,205,681,430,9383,485,2,122,0,115,14,7,42,80,51,3.02353168,-99,-99,-99,-99,-99,-99,-99,-99,0,14984,14984,-99,-99,113518,113518,265.968750,4.23227453,19.4919147,11.5158205,36.1026840,-99.0000000,9.43067837,5.57164288,17.4673843,-99.0000000,60.6166763,64.3063889,29.3278694,31.1130428,158,24.0265808,11.2765818,17.7240448,14.1317759,434.000000,379.400085,642.180420,437.350037,204.838913,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN37,W1F123C434               ,MZ990002,WEATHERS,2025,US02126372,        +048.96,        -102.29,        0,2025001,2025135,2025151,2025214,2025300,2025300,2025,-99,7862,3807,3807,4098,4337,0.448265135,849,121.317741,0.484189928,2.19915986,-99.0000000,-99,-99,-99,-99,-99,0,0,506,896,212,684,460,10642,429,2,122,0,124,19,10,62,89,55,4.23313236,-99,-99,-99,-99,-99,-99,-99,-99,0,20868,20868,-99,-99,158392,158392,482.984375,5.61868000,19.0090790,12.0152235,37.0215759,-99.0000000,9.20454597,5.81799221,17.9265289,-99.0000000,64.4438858,63.4044685,31.2049179,30.7016125,165,23.5242462,10.7751513,17.3442364,13.9589224,434.000000,413.599976,654.349426,441.984039,212.366821,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN43,W1F123C434               ,MZ990003,WEATHERS,2023,US02126384,        +048.96,        -101.29,        0,2023001,2023135,2023145,2023193,2023245,2023245,2023,-99,8392,2688,2688,5734,4114,0.232641250,1156,165.076248,0.320337325,1.62170839,-99.0000000,-99,-99,-99,-99,-99,0,0,305,745,208,537,249,11195,365,2,122,0,117,11,16,63,88,45,7.40817261,-99,-99,-99,-99,-99,-99,-99,-99,0,23488,23488,-99,-99,177907,177907,545.796875,4.47915363,58.5619850,15.2326889,40.3751030,-99.0000000,18.7578564,4.87914801,12.9324579,-99.0000000,68.7863083,71.7258911,22.0327873,22.9743595,110,27.2245426,14.1245461,20.6745415,15.1883278,434.000000,143.299957,550.915833,345.487579,207.849121,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN08,W1F123C434               ,MZ990001,WEATHERS,2021,US02126386,        +048.96,        -101.12,        0,2021001,2021135,2021149,2021217,2021298,2021298,2021,-99,8519,2619,2619,5962,3519,0.349306405,750,107.099831,0.307406008,2.21892524,-99.0000000,-99,-99,-99,-99,-99,0,0,396,968,275,694,342,15146,508,2,122,0,131,36,21,103,94,36,5.22250605,-99,-99,-99,-99,-99,-99,-99,-99,0,28269,28269,-99,-99,214192,214192,909.000000,8.63725948,24.5076199,11.9387856,31.0300961,-99.0000000,7.53451967,3.67041016,9.53976250,-99.0000000,69.8266525,65.0294037,21.4672127,19.9923668,163,25.5454006,11.9693260,18.3472424,14.0085325,434.000000,347.600128,713.544250,439.009369,274.535126,32,
