RUNNO,TRNO,R#,O#,P#,CropCode,MODEL,EXNAME,TNAM,CultivarCode,WSTA,WYEAR,SoilProfileID,LAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,EYLDH,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CropCodeST
1,1,1,0,1,MZ,MZCER048,TOUCAN47,W1F123C434               ,MZ990003,WEATHERS,2025,US02126375,        +048.96,        -102.04,        0,2025001,2025135,2025151,2025198,2025255,2025255,2025,-99,7330,2435,2435,4919,3195,0.229490519,1061,151.562958,0.332185328,1.46805358,-99.0000000,-99,-99,-99,-99,-99,0,0,386,793,148,645,342,9434,500,2,122,0,95,15,30,55,78,37,3.90486145,-99,-99,-99,-99,-99,-99,-99,-99,0,22952,22952,-99,-99,173737,173737,473.671875,5.90174103,25.0068779,13.5114889,49.5936394,-99.0000000,8.30774307,4.48876429,16.4759159,-99.0000000,60.0780144,77.1528168,19.9590168,25.6315784,120,25.0625000,12.1091633,19.5775013,14.9956532,434.000000,293.100067,542.465576,395.299622,147.791489,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN25,W1F123C434               ,MZ990002,WEATHERS,2023,US02126368,        +048.96,        -102.62,        0,2023001,2023135,2023145,2023206,2023274,2023274,2023,-99,7631,3003,3003,4667,3660,0.436262697,688,98.3202820,0.393479615,1.95964873,-99.0000000,-99,-99,-99,-99,-99,0,0,341,860,233,627,277,8952,486,2,122,0,118,7,10,46,79,45,4.90407181,-99,-99,-99,-99,-99,-99,-99,-99,0,16355,16355,-99,-99,124090,124090,298.531250,6.00954962,42.4637985,11.6818886,32.8193855,-99.0000000,16.7111816,4.59728479,12.9157248,-99.0000000,62.5471001,64.6673431,24.6147537,25.4491520,139,26.7676220,13.2805758,19.7618675,14.5840683,434.000000,179.700043,653.211670,421.068085,232.507278,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN27,W1F123C434               ,MZ990003,WEATHERS,2023,US02126385,        +048.96,        -101.21,        0,2023001,2023135,2023145,2023193,2023245,2023245,2023,-99,9167,3214,3214,5984,4813,0.231203660,1390,198.588165,0.350609362,1.66940391,-99.0000000,-99,-99,-99,-99,-99,0,0,305,744,213,532,249,11559,379,2,122,0,128,13,16,77,97,55,6.26161575,-99,-99,-99,-99,-99,-99,-99,-99,0,29065,29065,-99,-99,220409,220409,702.140625,7.89823961,63.9700279,16.6737137,43.1374016,-99.0000000,22.4284782,5.84595680,15.1243677,-99.0000000,75.1385422,71.6164246,26.3442631,25.1093750,110,27.2245426,14.1245461,20.6745415,15.1883278,434.000000,143.299957,549.781677,339.701721,212.504745,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN16,W1F123C434               ,MZ990002,WEATHERS,2023,US02126365,        +048.96,        -102.88,        0,2023001,2023135,2023145,2023206,2023273,2023273,2023,-99,7828,2977,2977,4893,3612,0.424087018,702,100.284622,0.380296230,2.03001022,-99.0000000,-99,-99,-99,-99,-99,0,0,335,866,232,634,279,9283,484,2,122,0,115,8,9,42,80,44,2.56609678,-99,-99,-99,-99,-99,-99,-99,-99,0,14983,14983,-99,-99,113433,113433,262.250000,3.94793296,44.3025513,11.9910278,33.7565460,-99.0000000,16.8477612,4.56005287,12.8372355,-99.0000000,64.1660843,68.0718460,24.4016399,25.8869572,138,26.8855019,13.3123159,19.8224621,14.6069288,434.000000,176.700027,652.843323,421.844543,231.903519,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN10,W1F123C434               ,MZ990003,WEATHERS,2023,US02126388,        +048.96,        -100.96,        0,2023001,2023135,2023145,2023193,2023245,2023245,2023,-99,9345,3375,3375,6001,5001,0.234051123,1442,205.998795,0.361144930,1.67270076,-99.0000000,-99,-99,-99,-99,-99,0,0,305,746,216,530,249,11686,383,2,122,0,131,14,16,82,100,57,8.55145168,-99,-99,-99,-99,-99,-99,-99,-99,0,29895,29895,-99,-99,227531,227531,753.984375,5.03730583,65.2147522,16.9306335,43.1852913,-99.0000000,23.5519962,6.11441708,15.5961609,-99.0000000,76.6005859,71.3379517,27.6639347,25.7633591,110,27.2245426,14.1245461,20.6745415,15.1883278,434.000000,143.299957,551.974121,337.992615,216.399414,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN44,W1F123C434               ,MZ990003,WEATHERS,2024,US02126374,        +048.96,        -102.12,        0,2024001,2024135,2024152,2024201,2024248,2024248,2024,-99,8906,4569,4569,4356,6584,0.226854593,2014,287.729675,0.513053834,1.26145124,-99.0000000,-99,-99,-99,-99,-99,0,0,369,781,156,625,314,8592,502,2,122,0,116,10,14,58,102,78,2.74160933,-99,-99,-99,-99,-99,-99,-99,-99,0,24075,24075,-99,-99,182212,182212,508.750000,4.14177275,38.5360527,15.9424553,56.9761391,-99.0000000,19.7706547,8.17916679,29.2312145,-99.0000000,72.9974136,76.7731400,37.4508209,39.3879318,113,25.8336296,12.5318584,20.3858376,15.1325989,434.000000,231.100082,558.614380,403.438049,156.305511,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN42,W1F123C434               ,MZ990002,WEATHERS,2022,US02126379,        +048.96,        -101.71,        0,2022001,2022135,2022151,2022214,2022297,2022297,2022,-99,9575,4599,4599,5010,5991,0.432842016,1062,151.774399,0.480262369,1.69217181,-99.0000000,-99,-99,-99,-99,-99,0,0,512,873,223,650,447,13113,495,2,122,0,126,18,7,68,91,67,7.59978437,-99,-99,-99,-99,-99,-99,-99,-99,0,22134,22134,-99,-99,167736,167736,552.375000,6.11152077,37.1996422,13.6784611,42.9911957,-99.0000000,17.8671284,6.56981611,20.6488342,-99.0000000,78.4851685,75.9935760,37.6967201,36.5000000,162,23.5666714,10.7592564,18.6456757,14.0332766,434.000000,257.400055,700.019592,477.295013,222.724442,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN02,W1F123C434               ,MZ990003,WEATHERS,2023,US02126127,        +048.96,        -122.71,        0,2023001,2023135,2023147,2023206,2023286,2023286,2023,-99,14430,7668,7668,6789,11246,0.309170604,2480,354.327087,0.531412065,1.76230001,-99.0000000,-99,-99,-99,-99,-99,0,0,738,881,226,656,703,8964,554,2,122,0,189,212,70,464,164,132,21.8951149,-99,-99,-99,-99,-99,-99,-99,-99,0,59378,59378,-99,-99,514361,514361,5737.40625,29.8377190,66.1627655,22.1848202,63.9652214,-99.0000000,35.1581917,11.7887783,33.9904404,-99.0000000,118.279472,76.3497162,62.8524590,40.5714302,151,21.0874157,11.7715244,19.2635765,14.3018484,434.000000,218.099960,650.449097,425.660645,225.592834,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN12,W1F123C434               ,MZ990001,WEATHERS,2023,US02126131,        +048.96,        -122.38,        0,2023001,2023135,2023147,2023254,2023327,2023327,2023,-99,9729,789,789,9026,3002,0.743018016E-1,1061,151.620605,0.810545385E-1,3.89163160,-99.0000000,-99,-99,-99,-99,-99,0,0,986,895,280,615,952,10290,561,2,122,0,242,152,80,430,170,14,14.4327517,-99,-99,-99,-99,-99,-99,-99,-99,0,52096,52096,-99,-99,441179,441179,4945.12500,24.7220554,20.8557911,14.6396923,34.7951660,-99.0000000,1.69131839,1.18721855,2.82174420,-99.0000000,79.7477493,40.2034111,6.46721315,3.26033068,192,19.0640602,10.2890625,16.3223953,13.2862349,434.000000,466.499969,664.578552,384.966644,279.614288,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN35,W1F123C434               ,MZ990003,WEATHERS,2023,US02126371,        +048.96,        -102.38,        0,2023001,2023135,2023145,2023195,2023246,2023246,2023,-99,10332,4695,4695,5668,6304,0.222169265,2113,301.899689,0.454402864,1.65338242,-99.0000000,-99,-99,-99,-99,-99,0,0,316,778,209,570,256,9156,422,2,122,0,126,7,10,54,99,73,2.78677082,-99,-99,-99,-99,-99,-99,-99,-99,0,22150,22150,-99,-99,167945,167945,434.156250,5.95846510,66.0642853,18.2095013,49.5378151,-99.0000000,30.0191765,8.27427769,22.5096569,-99.0000000,84.6922607,82.0036163,38.4836082,37.2619057,111,27.4756737,13.9063053,21.2810802,15.1699619,434.000000,156.400024,567.421143,360.916443,208.577148,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN44,W1F123C434               ,MZ990002,WEATHERS,2022,US02126386,        +048.96,        -101.12,        0,2022001,2022135,2022151,2022214,2022297,2022297,2022,-99,10486,5537,5537,4983,7078,0.437017202,1267,180.983871,0.527991354,1.70544922,-99.0000000,-99,-99,-99,-99,-99,0,0,512,875,232,643,447,13808,510,2,122,0,137,22,8,87,102,79,6.04792833,-99,-99,-99,-99,-99,-99,-99,-99,0,28286,28286,-99,-99,214362,214362,760.515625,7.00230312,40.7381248,14.9263439,45.1790771,-99.0000000,21.5112610,7.88167095,23.8562527,-99.0000000,85.9507828,76.5401077,45.3852463,40.4160576,162,23.5666714,10.7592564,18.6456757,14.0332766,434.000000,257.400055,702.515991,470.417572,232.098480,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN08,W1F123C434               ,MZ990003,WEATHERS,2022,US02126129,        +048.96,        -122.54,        0,2022001,2022135,2022155,2022217,2022280,2022280,2022,-99,16753,9270,9270,7515,12536,0.301368594,3076,439.420593,0.553328037,2.12417054,-99.0000000,-99,-99,-99,-99,-99,0,0,851,819,243,575,781,1688,99,2,122,0,198,57,12,217,177,145,22.7955456,-99,-99,-99,-99,-99,-99,-99,-99,0,23834,23834,-99,-99,212012,212012,2561.10938,24.1292858,75.2269440,28.0142956,68.8501434,-99.0000000,41.6254959,15.5012131,38.0970039,-99.0000000,137.320038,84.6113358,75.9836044,46.8181801,145,21.6462002,12.4510384,18.3799953,14.4446573,434.000000,222.700058,598.017700,355.886658,243.326218,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN09,W1F123C434               ,MZ990001,WEATHERS,2021,US02126130,        +048.96,        -122.46,        0,2021001,2021135,2021153,2021252,2021344,2021344,2021,-99,6264,341,341,6008,1671,0.515404865E-1,662,94.5533524,0.544588827E-1,3.18347406,-99.0000000,-99,-99,-99,-99,-99,0,0,1538,860,270,590,1494,3526,183,2,122,0,211,106,52,305,139,6,12.4133320,-99,-99,-99,-99,-99,-99,-99,-99,0,27014,27014,-99,-99,244173,244173,3459.65625,27.1052132,6.41676283,10.2910137,23.2124290,-99.0000000,0.349313676,0.560218930,1.26363087,-99.0000000,51.3446198,29.6874104,2.79508185,1.61611378,209,17.2976055,9.67416573,14.1736860,12.8817892,434.000000,976.199951,608.690613,338.833679,269.857300,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN14,W1F123C434               ,MZ990003,WEATHERS,2023,US02126131,        +048.96,        -122.38,        0,2023001,2023135,2023147,2023206,2023286,2023286,2023,-99,14637,7801,7801,6864,11405,0.312828839,2494,356.223602,0.532928884,1.76578379,-99.0000000,-99,-99,-99,-99,-99,0,0,738,885,229,656,703,9436,560,2,122,0,190,184,47,388,165,133,16.0799541,-99,-99,-99,-99,-99,-99,-99,-99,0,52132,52132,-99,-99,441456,441456,4590.37500,20.5948811,67.1123810,22.3851318,63.9821434,-99.0000000,35.7680016,11.9303102,34.0997238,-99.0000000,119.977104,77.0379333,63.9426231,41.0578957,151,21.0874157,11.7715244,19.2635765,14.3018484,434.000000,218.099960,653.880737,425.916260,228.770187,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN35,W1F123C434               ,MZ990003,WEATHERS,2022,US02126371,        +048.96,        -102.38,        0,2022001,2022135,2022150,2022199,2022247,2022247,2022,-99,8309,3845,3845,4482,5466,0.208806738,1841,263.032379,0.462728590,1.16675591,-99.0000000,-99,-99,-99,-99,-99,0,0,419,778,156,622,350,8984,433,2,122,0,107,8,18,50,92,63,3.44105101,-99,-99,-99,-99,-99,-99,-99,-99,0,22152,22152,-99,-99,167878,167878,422.062500,3.47683215,40.1961899,14.1298704,53.2759094,-99.0000000,18.6018353,6.53896618,24.6548176,-99.0000000,68.1028976,77.6500320,31.5163937,35.9345779,112,26.1321507,12.7785721,21.9875011,15.1513834,434.000000,206.700027,588.013428,433.383789,155.953293,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN25,W1F123C434               ,MZ990002,WEATHERS,2022,US02126368,        +048.96,        -102.62,        0,2022001,2022135,2022150,2022212,2022285,2022285,2022,-99,8308,3309,3309,5032,4289,0.426720440,775,110.772888,0.398262858,1.73512208,-99.0000000,-99,-99,-99,-99,-99,0,0,446,888,228,659,378,9615,485,2,122,0,115,10,8,46,79,50,4.69531584,-99,-99,-99,-99,-99,-99,-99,-99,0,16354,16354,-99,-99,124022,124022,316.625000,4.64411163,35.5201569,11.8757324,36.3711967,-99.0000000,14.1470690,4.72990084,14.4860229,-99.0000000,68.0997238,72.2449188,27.1229515,28.7739124,150,25.0320053,11.7020016,19.8446617,14.3258591,434.000000,233.900040,699.591858,471.575012,228.427078,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN29,W1F123C434               ,MZ990003,WEATHERS,2022,US02126379,        +048.96,        -101.71,        0,2022001,2022135,2022151,2022199,2022249,2022249,2022,-99,8031,3784,3784,4265,5240,0.214957193,1760,251.454514,0.471134484,1.08070803,-99.0000000,-99,-99,-99,-99,-99,0,0,459,758,143,615,395,10779,372,2,122,0,105,11,18,53,92,63,6.94320107,-99,-99,-99,-99,-99,-99,-99,-99,0,22140,22140,-99,-99,167625,167625,463.281250,4.08251572,36.5539589,13.8231049,56.1776314,-99.0000000,17.2234840,6.51316690,26.4697609,-99.0000000,65.8270950,76.4848175,31.0163937,36.0380936,114,25.6666660,12.7517500,21.5342102,15.1136112,434.000000,219.700027,580.976990,439.311371,142.955582,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN22,W1F123C434               ,MZ990003,WEATHERS,2024,US02126378,        +048.96,        -101.79,        0,2024001,2024135,2024152,2024201,2024248,2024248,2024,-99,8889,4559,4559,4350,6571,0.226525292,2012,287.496033,0.512864470,1.26024973,-99.0000000,-99,-99,-99,-99,-99,0,0,369,783,156,627,314,9851,494,2,122,0,115,11,12,56,100,78,10.2592010,-99,-99,-99,-99,-99,-99,-99,-99,0,20982,20982,-99,-99,159004,159004,484.718750,4.66507149,38.4630661,15.8729935,56.8773041,-99.0000000,19.7273846,8.14112568,29.1718941,-99.0000000,72.8591614,77.2940674,37.3688507,39.6434784,113,25.8336296,12.5318584,20.3858376,15.1325989,434.000000,231.100082,559.996277,404.845490,156.280563,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN19,W1F123C434               ,MZ990002,WEATHERS,2022,US02126366,        +048.96,        -102.79,        0,2022001,2022135,2022150,2022212,2022279,2022279,2022,-99,8950,3479,3479,5506,4712,0.405211449,859,122.669281,0.388749391,1.75855112,-99.0000000,-99,-99,-99,-99,-99,0,0,415,885,223,662,352,9177,410,2,122,0,112,10,8,44,85,53,4.37290001,-99,-99,-99,-99,-99,-99,-99,-99,0,15796,15796,-99,-99,119576,119576,311.679688,4.03172302,40.3174324,13.0202866,40.1034737,-99.0000000,15.6711712,5.06091642,15.5880070,-99.0000000,73.3645096,79.9149094,28.5163937,31.0625000,144,25.6354065,12.1520834,20.1361065,14.4681463,434.000000,222.000000,687.424927,465.066101,223.184402,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN40,W1F123C434               ,MZ990002,WEATHERS,2023,US02126383,        +048.96,        -101.38,        0,2023001,2023135,2023145,2023206,2023275,2023275,2023,-99,8169,3545,3545,4663,4431,0.431231022,822,117.426613,0.433915347,1.86691868,-99.0000000,-99,-99,-99,-99,-99,0,0,340,829,231,598,281,12120,489,2,122,0,123,13,10,65,85,54,7.17081308,-99,-99,-99,-99,-99,-99,-99,-99,0,20128,20128,-99,-99,152532,152532,510.390625,2.36775994,45.8675652,12.7741203,35.3402786,-99.0000000,19.9045486,5.54341888,15.3361607,-99.0000000,66.9591217,66.4147339,29.0573769,28.8211384,140,26.6078453,13.4692850,19.0264244,14.5610962,434.000000,178.099991,639.497070,408.709900,231.153030,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN06,W1F123C434               ,MZ990002,WEATHERS,2025,US02126390,        +048.96,        -100.79,        0,2025001,2025135,2025150,2025213,2025286,2025286,2025,-99,8358,4211,4211,4188,4984,0.404733062,1040,148.626099,0.503822625,2.01182032,-99.0000000,-99,-99,-99,-99,-99,0,0,423,882,219,663,376,13010,386,2,122,0,127,30,20,96,92,59,5.61696005,-99,-99,-99,-99,-99,-99,-99,-99,0,29856,29856,-99,-99,226781,226781,868.140625,6.68139744,24.9780254,13.2150326,38.1491547,-99.0000000,12.5851746,6.65839243,19.2214470,-99.0000000,68.5053177,65.8082581,34.5163918,33.1574821,151,24.8165512,11.8430452,17.9158955,14.3018484,434.000000,334.600037,632.434937,413.453217,219.078201,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN46,W1F123C434               ,MZ990001,WEATHERS,2025,US02126388,        +048.96,        -100.96,        0,2025001,2025135,2025150,2025239,2025311,2025311,2025,-99,6543,1089,1089,5517,1933,0.172472611,631,90.1651001,0.166360497,1.81830597,-99.0000000,-99,-99,-99,-99,-99,0,0,457,915,238,677,408,13966,386,2,122,0,121,32,36,104,78,12,5.45141602,-99,-99,-99,-99,-99,-99,-99,-99,0,29879,29879,-99,-99,227643,227643,913.562500,7.56979656,17.7762680,9.82183075,27.4421406,-99.0000000,2.95843506,1.63460922,4.56708860,-99.0000000,53.6347885,54.0780525,8.92622948,9.00000000,176,22.9204502,10.3204536,16.3392029,13.6842108,434.000000,368.100006,666.214294,427.768799,238.445114,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN27,W1F123C434               ,MZ990003,WEATHERS,2024,US02126385,        +048.96,        -101.21,        0,2024001,2024135,2024151,2024202,2024252,2024252,2024,-99,8547,4465,4465,4100,6362,0.236166105,1890,270.060852,0.522326052,1.14036310,-99.0000000,-99,-99,-99,-99,-99,0,0,411,803,151,652,358,10774,410,2,122,0,111,18,18,78,99,76,9.98481941,-99,-99,-99,-99,-99,-99,-99,-99,0,29061,29061,-99,-99,220274,220274,741.734375,4.98738146,32.3521080,14.7371492,56.7874336,-99.0000000,16.9000683,7.69838047,29.6645737,-99.0000000,70.0609055,77.0038834,36.5983620,40.2252235,117,25.4529896,12.4102554,20.3042698,15.0554733,434.000000,264.200104,579.992126,430.924377,150.516235,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN30,W1F123C434               ,MZ990002,WEATHERS,2023,US02126385,        +048.96,        -101.21,        0,2023001,2023135,2023145,2023206,2023275,2023275,2023,-99,9712,4571,4571,5181,5722,0.430826277,1061,151.561096,0.470638037,1.93637538,-99.0000000,-99,-99,-99,-99,-99,0,0,340,828,246,582,281,12429,509,2,122,0,142,17,13,92,101,69,6.81726885,-99,-99,-99,-99,-99,-99,-99,-99,0,29055,29055,-99,-99,220424,220424,806.656250,6.94840574,54.5301933,15.2189713,39.4486504,-99.0000000,25.6653576,7.16301012,18.5670300,-99.0000000,79.6051407,68.3931503,37.4672127,32.1901398,140,26.6078453,13.4692850,19.0264244,14.5610962,434.000000,178.099991,638.139526,392.353668,246.189087,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN11,W1F123C434               ,MZ990003,WEATHERS,2023,US02126130,        +048.96,        -122.46,        0,2023001,2023135,2023147,2023206,2023286,2023286,2023,-99,15336,8321,8321,7043,12077,0.323666692,2571,367.257416,0.542564988,1.81560779,-99.0000000,-99,-99,-99,-99,-99,0,0,738,870,241,628,690,2863,182,2,122,0,187,121,22,275,160,132,14.0310965,-99,-99,-99,-99,-99,-99,-99,-99,0,27039,27039,-99,-99,244256,244256,3220.01562,23.9555340,70.3168335,23.8282127,63.5500908,-99.0000000,38.1522293,12.9286175,34.4807587,-99.0000000,125.705727,82.0112228,68.2049179,44.4973259,151,21.0874157,11.7715244,19.2635765,14.3018484,434.000000,218.099960,643.610962,403.108368,241.322998,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN09,W1F123C434               ,MZ990003,WEATHERS,2023,US02126386,        +048.96,        -101.12,        0,2023001,2023135,2023145,2023193,2023245,2023245,2023,-99,9132,3165,3165,5998,4756,0.230951533,1370,195.779846,0.346586823,1.67701364,-99.0000000,-99,-99,-99,-99,-99,0,0,305,743,212,531,249,11377,380,2,122,0,127,12,15,73,97,54,4.08606339,-99,-99,-99,-99,-99,-99,-99,-99,0,28294,28294,-99,-99,214336,214336,661.375000,5.27682543,63.7277756,16.6292515,42.9795952,-99.0000000,22.0865383,5.76330519,14.8957100,-99.0000000,74.8539963,71.9069901,25.9426231,24.9212589,110,27.2245426,14.1245461,20.6745415,15.1883278,434.000000,143.299957,549.164062,339.117859,212.477280,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN24,W1F123C434               ,MZ990001,WEATHERS,2025,US02126368,        +048.96,        -102.62,        0,2025001,2025135,2025151,2025239,2025310,2025310,2025,-99,5610,915,915,4752,1709,0.162953153,561,80.2031631,0.163066864,1.99992323,-99.0000000,-99,-99,-99,-99,-99,0,0,508,909,226,683,463,9938,486,2,122,0,108,14,21,46,66,9,4.52924013,-99,-99,-99,-99,-99,-99,-99,-99,0,16354,16354,-99,-99,124310,124310,291.671875,5.26309299,13.4895582,8.39866161,24.8333073,-99.0000000,2.20004821,1.36976039,4.05013084,-99.0000000,45.9861183,51.9472847,7.50000000,8.47222233,175,22.6885719,10.1102858,16.7217083,13.7092495,434.000000,415.899963,668.000061,442.081970,225.918625,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN32,W1F123C434               ,MZ990003,WEATHERS,2023,US02126370,        +048.96,        -102.46,        0,2023001,2023135,2023145,2023195,2023246,2023246,2023,-99,10174,4598,4598,5607,6153,0.221859530,2073,296.087097,0.451945305,1.64808428,-99.0000000,-99,-99,-99,-99,-99,0,0,316,778,207,571,255,8781,423,2,122,0,123,6,10,49,97,71,2.64786649,-99,-99,-99,-99,-99,-99,-99,-99,0,20116,20116,-99,-99,152511,152511,373.062500,3.98071980,65.0538406,17.9376984,49.1810265,-99.0000000,29.3989716,8.10636139,22.2257710,-99.0000000,83.3969040,82.7188797,37.6885262,37.3821144,111,27.4756737,13.9063053,21.2810802,15.1699619,434.000000,156.400024,567.208862,362.359100,206.876968,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN37,W1F123C434               ,MZ990001,WEATHERS,2025,US02126384,        +048.96,        -101.29,        0,2025001,2025135,2025150,2025239,2025310,2025310,2025,-99,5954,917,917,5097,1631,0.169601023,541,77.2682037,0.154071838,1.79643750,-99.0000000,-99,-99,-99,-99,-99,0,0,456,913,228,685,408,13255,492,2,122,0,112,25,31,79,72,9,5.08055305,-99,-99,-99,-99,-99,-99,-99,-99,0,23477,23477,-99,-99,178086,178086,644.562500,6.34765053,16.1967754,8.96675777,26.1162014,-99.0000000,2.49455929,1.38102245,4.02230787,-99.0000000,48.8027420,53.1601295,7.51639366,8.18750000,175,22.9954243,10.3719988,16.4028549,13.7092495,434.000000,367.600006,664.000793,436.022278,227.978577,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN33,W1F123C434               ,MZ990001,WEATHERS,2021,US02126371,        +048.96,        -102.38,        0,2021001,2021135,2021150,2021217,2021297,2021297,2021,-99,7887,2179,2179,5770,2914,0.340895623,639,91.3277817,0.276319802,2.25548911,-99.0000000,-99,-99,-99,-99,-99,0,0,281,984,267,717,235,11696,499,2,122,0,120,22,22,75,85,29,4.14448977,-99,-99,-99,-99,-99,-99,-99,-99,0,22130,22130,-99,-99,167781,167781,613.625000,6.68853045,34.5011940,10.8105001,29.5238495,-99.0000000,9.53193378,2.98670745,8.15680122,-99.0000000,64.6473160,65.7247696,17.8606548,18.1583328,162,25.9518528,12.0907421,18.7808704,14.0332766,434.000000,228.599991,729.565918,462.426819,267.139038,32,
1,1,1,0,1,MZ,MZCER048,TOUCAN45,W1F123C434               ,MZ990001,WEATHERS,2022,US02126375,        +048.96,        -102.04,        0,2022001,2022135,2022150,2022232,2022297,2022297,2022,-99,6513,1229,1229,5331,1880,0.206371471,596,85.0987854,0.188755155,1.84672534,-99.0000000,-99,-99,-99,-99,-99,0,0,508,880,226,654,437,11138,502,2,122,0,119,15,17,64,84,18,5.03057241,-99,-99,-99,-99,-99,-99,-99,-99,0,22944,22944,-99,-99,173729,173729,521.375000,5.24684906,25.4508286,9.27217293,28.8040447,-99.0000000,4.80265665,1.74968994,5.43541956,-99.0000000,53.3841667,54.7299843,10.0737705,10.3277311,162,23.7771626,10.7845659,18.6456757,14.0332766,434.000000,255.900040,702.410156,476.300690,226.109497,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN35,W1F123C434               ,MZ990003,WEATHERS,2024,US02126371,        +048.96,        -102.38,        0,2024001,2024135,2024152,2024201,2024246,2024246,2024,-99,9187,4745,4745,4463,6915,0.219862640,2158,308.326660,0.516529679,1.36317384,-99.0000000,-99,-99,-99,-99,-99,0,0,338,788,165,622,293,8344,423,2,122,0,116,10,14,54,100,81,3.11701751,-99,-99,-99,-99,-99,-99,-99,-99,0,22147,22147,-99,-99,167839,167839,462.234375,6.06532669,43.2117615,16.4883137,55.6383476,-99.0000000,22.3189049,8.51622486,28.7372456,-99.0000000,75.3018188,79.1967468,38.8934441,40.9051743,111,26.0765686,12.5945930,20.6693707,15.1699619,434.000000,212.600037,557.171753,393.204590,165.116730,1,
1,1,1,0,1,MZ,MZCER048,TOUCAN39,W1F123C434               ,MZ990001,WEATHERS,2021,US02126373,        +048.96,        -102.21,        0,2021001,2021135,2021150,2021218,2021298,2021298,2021,-99,7729,2212,2212,5579,2946,0.341059744,648,92.6354218,0.286142766,2.17121983,-99.0000000,-99,-99,-99,-99,-99,0,0,326,970,262,708,279,12299,502,2,122,0,119,24,21,75,83,30,4.06792402,-99,-99,-99,-99,-99,-99,-99,-99,0,22026,22026,-99,-99,166931,166931,614.250000,6.66738510,28.0137405,10.8130999,29.5485630,-99.0000000,8.01739693,3.09465671,8.45665550,-99.0000000,63.3523903,64.9495087,18.1311474,18.5882359,163,25.6901894,12.0147295,18.3472424,14.0085325,434.000000,275.900024,714.780396,453.211090,261.569122,32,
1,1,1,0,1,MZ,MZCER048,TOUCAN33,W1F123C434               ,MZ990001,WEATHERS,2024,US02126382,        +048.96,        -101.46,        0,2024001,2024135,2024151,2024235,2024310,2024310,2024,-99,7017,1370,1370,5705,2078,0.238178343,575,82.1661987,0.195241228,2.30978703,-99.0000000,-99,-99,-99,-99,-99,0,0,447,927,228,699,391,13759,365,2,122,0,109,20,26,70,80,15,10.5584259,-99,-99,-99,-99,-99,-99,-99,-99,0,19192,19192,-99,-99,145615,145615,565.281250,5.58539629,23.3417187,9.90174103,30.8035831,-99.0000000,4.55754995,1.93334877,6.01450443,-99.0000000,57.5124817,64.3717728,11.2295084,12.5688076,175,23.6982841,10.4799976,17.2919941,13.7092495,434.000000,300.600098,708.615051,480.832336,227.782684,32,
